"N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"Down","Down","WeakUp","Down","Down","Dry","Neutral","VeryWet","Wet","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","Strong","Strong","Marked","DecCapIncIns","Decreasing","Neutral","LittleChange","SVR","Aug20_Sep15","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","B","PartInhibit","Moderate","Moderate","B","XNIL","XNIL","SVR","LowNHighS","Stable","VeryMoist","CloseToDryAd","NoMajor","DryMMoistL","MovingFtorOt","PosToNeg","Other","SWQuad","LVorOther","DenvCyclone"
"Down","Down","StrongUp","Down","Down","Dry","Neutral","Wet","Neutral","Clear","Clear","Clear","Clear","Weak","Strong","DCVZFavor","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SIG","Jul2_Jul15","J","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","GJ","Stifling","Strong","Strong","J","XNIL","XNIL","SIG","LowAtStation","Steep","Average","Steep","NoMajor","MoistMDryL","DryLine","LittleChange","Other","LV","LVorOther","LV"
"Down","WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","PC","PC","PC","PC","None","None","Other","None","None","None","None","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Aug11_Aug20","J","CThruK","PartInhibit","LessThanAve","Average","CDEJ","LILt_8","Instability","MoreUnstable","MoreUnstable","GJ","PartInhibit","Weak","None","J","XNIL","XNIL","XNIL","LowEvrywhere","CloseToDryAd","Average","ModerateOrLe","NoMajor","MoistMDryL","DryLine","LittleChange","Other","LV","LVorOther","LongAnticyc"
"Neutral","StronUp","StrongUp","WeakUp","WeakUp","VeryWet","Neutral","Neutral","Neutral","Clear","PC","Clear","Clear","None","None","DCVZFavor","None","Weak","None","None","IncCapDecIns","Increasing","Negative","Decreasing","XNIL","Aug20_Sep15","G","CThruK","PartInhibit","Average","MoreThanAve","G","N5GtLIGt_8","Instability","Average","LessUnstable","GJ","Stifling","Moderate","None","G","XNIL","XNIL","XNIL","LowSHighN","CloseToDryAd","Dry","CloseToDryAd","NoMajor","MoistMDryL","None","LittleChange","None","NWQuad","Westerly","LV"
"Down","WeakUp","StrongUp","Neutral","Neutral","Neutral","Neutral","Wet","Wet","PC","Cloudy","PC","PC","Weak","Weak","Other","Weak","None","Weak","None","LittleChange","LittleChange","Negative","LittleChange","XNIL","Aug20_Sep15","I","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","ABI","LIGt0","Instability","LessUnstable","LessUnstable","HI","Stifling","Weak","None","I","XNIL","XNIL","XNIL","LowSHighN","Stable","Dry","CloseToDryAd","NoMajor","DryMMoistL","E_W_S","PosToNeg","QStationary","LV","LVorOther","DenvCyclone"
"StrongUp","Neutral","Down","Neutral","Neutral","Dry","Neutral","VeryWet","VeryWet","Clear","Clear","Clear","Clear","Weak","Strong","Other","Strong","None","Weak","None","LittleChange","LittleChange","Negative","Decreasing","SIG","Jul2_Jul15","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","LILt_8","Instability","MoreUnstable","MoreUnstable","B","None","Moderate","Strong","B","SVR","SVR","SVR","HighEvrywher","CloseToDryAd","Dry","ModerateOrLe","MarkedUpper","DryMMoistL","DenvCyclone","SigPositive","Moving","AllElse","LVorOther","E_NE"
"WeakUp","Down","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","Cloudy","PC","Cloudy","PC","None","None","Westerly","None","Strong","Strong","None","DecCapIncIns","Decreasing","WeakPos","Decreasing","XNIL","May15_Jun14","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Moderate","Moderate","A","XNIL","XNIL","XNIL","HighEvrywher","ModerateOrLe","VeryMoist","ModerateOrLe","StrongFront","DryMMoistL","DenvCyclone","PosToNeg","Other","SWQuad","Westerly","SEQuad"
"Down","WeakUp","Down","Down","Down","Neutral","Wet","Wet","Wet","Clear","PC","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Neutral","Decreasing","XNIL","Jul16_Aug10","C","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Moderate","C","XNIL","XNIL","XNIL","LowEvrywhere","Steep","Dry","CloseToDryAd","NoMajor","Other","E_W_N","SigNegative","Other","SWQuad","Westerly","LongAnticyc"
"Down","Down","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","PC","Cloudy","PC","PC","Weak","Strong","Westerly","Weak","Weak","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jul16_Aug10","G","CThruK","PartInhibit","LessThanAve","LessThanAve","G","N5GtLIGt_8","Neutral","LessUnstable","MoreUnstable","GJ","None","Moderate","Strong","G","XNIL","SVR","SVR","LowNHighS","CloseToDryAd","Dry","Steep","NoMajor","MoistMDryL","DryLine","NegToPos","None","SWQuad","Westerly","LongAnticyc"
"Down","Neutral","StrongUp","Neutral","Neutral","Dry","VeryWet","Neutral","Neutral","Clear","Clear","Clear","Clear","Weak","Weak","StrongWest","Strong","Weak","Strong","Some","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","Jun15_Jul1","J","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Stability","Average","Average","GJ","None","Moderate","Slight","J","XNIL","XNIL","XNIL","LowNHighS","ModerateOrLe","Average","ModerateOrLe","NoMajor","MoistMDryL","DryLine","LittleChange","None","LV","LVorOther","DenvCyclone"
"Neutral","WeakUp","Neutral","WeakUp","WeakUp","Neutral","VeryWet","Neutral","Neutral","PC","PC","PC","PC","Strong","Strong","StrongWest","Strong","Weak","Strong","Marked","LittleChange","LittleChange","Neutral","Decreasing","XNIL","Aug20_Sep15","D","CThruK","Stifling","Average","Average","CDEJ","N5GtLIGt_8","Stability","Average","Average","D","Stifling","Strong","None","D","XNIL","XNIL","XNIL","LowNHighS","Stable","Average","ModerateOrLe","OtherRapid","DryMMoistL","DryLine","LittleChange","Moving","AllElse","Westerly","WidespdDnsl"
"Down","StronUp","Neutral","Neutral","Neutral","Neutral","Wet","Wet","Wet","Cloudy","Cloudy","Clear","Clear","Strong","Strong","Westerly","Strong","None","Strong","Some","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jun15_Jul1","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","B","PartInhibit","Weak","None","B","XNIL","XNIL","XNIL","HighEvrywher","Steep","Dry","ModerateOrLe","OtherRapid","Other","DenvCyclone","PosToNeg","Moving","LV","LVorOther","SEQuad"
"WeakUp","StronUp","WeakUp","StrongUp","StrongUp","VeryWet","Neutral","Wet","VeryWet","PC","Clear","PC","Cloudy","Strong","Strong","Westerly","Weak","Strong","None","Some","IncCapDecIns","Increasing","Negative","Decreasing","SVR","Jun15_Jul1","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Neutral","Average","LessUnstable","ACEFK","PartInhibit","Moderate","Moderate","E","XNIL","XNIL","SVR","LowSHighN","CloseToDryAd","Average","Steep","NoMajor","MoistMDryL","None","LittleChange","None","LV","LVorOther","SEQuad"
"WeakUp","Neutral","Down","WeakUp","WeakUp","Wet","Dry","Wet","Wet","Clear","Cloudy","Clear","Clear","Strong","Strong","StrongWest","Strong","Strong","Strong","Marked","LittleChange","LittleChange","WeakPos","LittleChange","SVR","Jul2_Jul15","C","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","LIGt0","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Strong","Slight","C","XNIL","XNIL","SVR","LowEvrywhere","ModerateOrLe","Dry","ModerateOrLe","NoMajor","MoistMDryL","E_W_S","SigPositive","Other","NWQuad","Westerly","LV"
"Down","Neutral","StrongUp","Down","Down","Wet","Wet","Wet","Neutral","Clear","PC","Clear","Clear","Strong","Strong","DCVZFavor","Weak","Strong","Strong","Some","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","Jul16_Aug10","J","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","LIGt0","Stability","LessUnstable","LessUnstable","GJ","Stifling","Moderate","None","J","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Dry","Steep","NoMajor","DryMMoistL","DryLine","LittleChange","None","LV","LVorOther","LV"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","PC","Clear","PC","PC","Weak","Weak","StrongWest","Weak","Weak","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jul16_Aug10","E","CThruK","None","LessThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","None","Unfavorable","None","E","XNIL","XNIL","XNIL","LowAtStation","ModerateOrLe","Average","ModerateOrLe","NoMajor","MoistMDryL","Other","PosToNeg","None","NWQuad","LVorOther","WidespdDnsl"
"Neutral","Down","Down","Down","Down","Dry","Dry","Dry","Dry","PC","Clear","Clear","Clear","Strong","Strong","Westerly","Strong","Strong","Strong","None","LittleChange","LittleChange","Neutral","Increasing","SVR","Aug11_Aug20","J","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","GJ","None","Weak","None","J","XNIL","SIG","SVR","LowMtsHighPl","Steep","Average","ModerateOrLe","NoMajor","DryMMoistL","DryLine","LittleChange","None","LV","LVorOther","LV"
"Neutral","WeakUp","Neutral","Neutral","Neutral","Wet","Neutral","Wet","Wet","PC","Clear","Clear","Clear","Weak","Strong","Other","None","None","Strong","None","IncCapDecIns","Increasing","Negative","Decreasing","SVR","Jul2_Jul15","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Neutral","Average","LessUnstable","B","PartInhibit","Unfavorable","None","B","XNIL","XNIL","SVR","LowMtsHighPl","ModerateOrLe","Average","Steep","NoMajor","Other","E_W_S","PosToNeg","None","SWQuad","Westerly","DenvCyclone"
"Neutral","Down","Down","Down","Down","Wet","Neutral","Wet","Wet","PC","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Strong","Strong","Weak","Marked","LittleChange","LittleChange","Negative","Increasing","SVR","Jul16_Aug10","I","CThruK","PartInhibit","Average","Average","ABI","N5GtLIGt_8","Neutral","Average","MoreUnstable","HI","None","Moderate","Moderate","I","XNIL","XNIL","SVR","LowMtsHighPl","CloseToDryAd","Dry","Steep","StrongFront","MoistMDryL","E_W_S","PosToNeg","QStationary","AllElse","Westerly","DenvCyclone"
"WeakUp","WeakUp","Down","Neutral","Neutral","VeryWet","Neutral","VeryWet","Wet","PC","PC","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Strong","Weak","Strong","Marked","LittleChange","LittleChange","Negative","Decreasing","SIG","Aug20_Sep15","J","CThruK","Stifling","Average","Average","CDEJ","N1GtLIGt_4","Instability","Average","LessUnstable","GJ","Stifling","Weak","None","J","XNIL","XNIL","SIG","LowMtsHighPl","Steep","Average","ModerateOrLe","NoMajor","MoistMDryL","DryLine","LittleChange","QStationary","LV","LVorOther","SEQuad"
"Down","StronUp","Down","StrongUp","StrongUp","Neutral","Wet","Dry","Wet","Cloudy","PC","Cloudy","Cloudy","Strong","Strong","Other","Strong","None","Weak","None","IncCapDecIns","Increasing","Negative","Increasing","XNIL","May15_Jun14","D","CThruK","None","LessThanAve","MoreThanAve","CDEJ","LIGt0","Instability","Average","Average","D","None","Moderate","Strong","D","SVR","SVR","SVR","LowMtsHighPl","Steep","Average","CloseToDryAd","OtherRapid","DryMMoistL","None","NegToPos","None","NWQuad","Westerly","DenvCyclone"
"Down","Neutral","StrongUp","StrongUp","StrongUp","Neutral","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","Weak","Strong","Westerly","Strong","Weak","Weak","Some","DecCapIncIns","Decreasing","Neutral","Decreasing","SIG","May15_Jun14","B","AB","Stifling","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","Average","LessUnstable","B","None","Unfavorable","Moderate","B","SIG","SIG","SIG","HighEvrywher","CloseToDryAd","VeryMoist","CloseToDryAd","NoMajor","Other","DenvCyclone","NegToPos","Other","AllElse","Westerly","DenvCyclone"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","VeryWet","Neutral","Wet","VeryWet","Cloudy","Clear","Cloudy","Cloudy","Strong","Strong","StrongWest","Weak","Strong","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Decreasing","SIG","Jul16_Aug10","E","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","ACEFK","None","Weak","None","E","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Average","ModerateOrLe","NoMajor","MoistMDryL","DryLine","SigNegative","None","AllElse","LVorOther","LV"
"Down","Neutral","WeakUp","Neutral","Neutral","Wet","Neutral","VeryWet","VeryWet","PC","Clear","Clear","PC","Weak","Strong","Westerly","Strong","None","Weak","Some","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Aug11_Aug20","C","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","Average","LessUnstable","ACEFK","None","Strong","Slight","C","XNIL","XNIL","SIG","LowAtStation","ModerateOrLe","Average","ModerateOrLe","OtherRapid","Other","DryLine","SigPositive","None","AllElse","Westerly","WidespdDnsl"
"Down","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Neutral","PC","Clear","PC","PC","Weak","Strong","Westerly","Strong","Weak","Weak","Some","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","May15_Jun14","G","CThruK","None","LessThanAve","LessThanAve","G","N1GtLIGt_4","Neutral","Average","Average","GJ","None","Strong","Strong","G","XNIL","XNIL","SIG","LowEvrywhere","Steep","Dry","CloseToDryAd","NoMajor","MoistMDryL","Other","LittleChange","QStationary","NWQuad","LVorOther","LongAnticyc"
"Down","Neutral","Down","Down","Down","Wet","Wet","Neutral","Dry","PC","Clear","Cloudy","PC","None","Weak","Westerly","None","None","Weak","None","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Aug11_Aug20","E","CThruK","PartInhibit","LessThanAve","Average","CDEJ","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Unfavorable","None","E","XNIL","XNIL","XNIL","LowNHighS","ModerateOrLe","VeryMoist","Steep","NoMajor","MoistMDryL","E_W_N","LittleChange","None","SWQuad","Westerly","WidespdDnsl"
"Down","Neutral","Neutral","Neutral","Neutral","VeryWet","VeryWet","VeryWet","VeryWet","PC","Clear","Clear","Clear","Strong","Strong","DCVZFavor","None","Weak","None","Some","LittleChange","LittleChange","Negative","Decreasing","SIG","May15_Jun14","K","CThruK","None","LessThanAve","LessThanAve","K","N5GtLIGt_8","Stability","Average","LessUnstable","ACEFK","None","Moderate","Moderate","K","XNIL","XNIL","SIG","LowAtStation","ModerateOrLe","VeryMoist","Steep","MarkedUpper","DryMMoistL","MovingFtorOt","PosToNeg","QStationary","NWQuad","Westerly","WidespdDnsl"
"StrongUp","WeakUp","WeakUp","WeakUp","WeakUp","Wet","Wet","Wet","Wet","PC","PC","PC","PC","Strong","Strong","Other","Weak","Strong","Strong","Some","DecCapIncIns","Decreasing","Negative","LittleChange","SVR","Jul2_Jul15","C","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Unfavorable","None","C","XNIL","XNIL","SVR","LowAtStation","Steep","Dry","ModerateOrLe","OtherRapid","Other","E_W_N","SigPositive","Other","LV","Westerly","WidespdDnsl"
"WeakUp","WeakUp","Neutral","WeakUp","WeakUp","Dry","Neutral","Neutral","Wet","Clear","Clear","Clear","PC","None","None","DCVZFavor","None","None","Weak","None","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Aug11_Aug20","B","AB","PartInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Instability","Average","MoreUnstable","B","None","Strong","Strong","B","SIG","SIG","SIG","LowMtsHighPl","Stable","Dry","Steep","OtherRapid","MoistMDryL","DenvCyclone","LittleChange","None","NWQuad","LVorOther","SEQuad"
"Down","Down","Down","Down","Down","Neutral","Dry","Neutral","Neutral","Cloudy","Clear","Cloudy","PC","Strong","Strong","Westerly","Strong","None","Strong","Some","LittleChange","LittleChange","WeakPos","LittleChange","SIG","May15_Jun14","B","AB","Stifling","LessThanAve","LessThanAve","ABI","LIGt0","Stability","LessUnstable","LessUnstable","B","PartInhibit","Moderate","Moderate","B","SIG","SIG","SIG","LowNHighS","Stable","Average","Steep","NoMajor","DryMMoistL","DenvCyclone","LittleChange","QStationary","AllElse","Westerly","SEQuad"
"Neutral","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","Strong","Strong","Westerly","Strong","Weak","Strong","None","DecCapIncIns","Decreasing","Neutral","Decreasing","SIG","Jul16_Aug10","A","AB","TotalInhibit","MoreThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","MoreUnstable","LessUnstable","ACEFK","PartInhibit","Weak","None","A","XNIL","XNIL","SIG","HighEvrywher","Stable","Average","CloseToDryAd","OtherRapid","Other","DenvCyclone","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
"StrongUp","Neutral","Neutral","StrongUp","StrongUp","Dry","Neutral","Neutral","Wet","Clear","PC","Clear","PC","None","Weak","Other","None","None","None","None","LittleChange","LittleChange","Neutral","LittleChange","SIG","Jun15_Jul1","C","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","LILt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Strong","Moderate","C","SIG","SIG","SIG","LowNHighS","ModerateOrLe","Dry","Steep","MarkedUpper","Other","E_W_S","SigPositive","Other","NWQuad","Westerly","LongAnticyc"
"Neutral","WeakUp","Neutral","Neutral","Neutral","Wet","Wet","VeryWet","Wet","Cloudy","PC","PC","Clear","None","Weak","Other","Weak","None","Weak","None","DecCapIncIns","Decreasing","Neutral","Decreasing","XNIL","Aug20_Sep15","I","CThruK","TotalInhibit","MoreThanAve","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","None","Weak","Slight","I","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","Dry","CloseToDryAd","NoMajor","DryMMoistL","MovingFtorOt","NegToPos","Moving","AllElse","LVorOther","LV"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","VeryWet","Neutral","Wet","VeryWet","Cloudy","PC","Cloudy","Cloudy","None","Weak","DCVZFavor","Weak","None","Weak","Some","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Aug20_Sep15","K","CThruK","PartInhibit","Average","Average","K","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","None","Weak","Strong","K","XNIL","XNIL","SIG","Other","Steep","Average","ModerateOrLe","StrongFront","Other","E_W_S","SigNegative","QStationary","NWQuad","Westerly","DenvCyclone"
"StrongUp","Down","Neutral","Neutral","Neutral","Neutral","Dry","Wet","Wet","PC","PC","PC","Clear","None","Strong","Other","None","None","None","Marked","DecCapIncIns","Decreasing","StrongPos","Increasing","SVR","Aug11_Aug20","D","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N5GtLIGt_8","Instability","Average","MoreUnstable","D","Stifling","Unfavorable","None","D","SVR","SVR","SVR","LowMtsHighPl","CloseToDryAd","Average","CloseToDryAd","StrongFront","DryMMoistL","None","SigNegative","QStationary","AllElse","LVorOther","WidespdDnsl"
"Down","WeakUp","WeakUp","Neutral","Neutral","Dry","Dry","Neutral","Neutral","PC","Cloudy","PC","PC","None","None","DCVZFavor","None","Strong","Weak","None","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jun15_Jul1","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","LIGt0","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Moderate","Slight","A","XNIL","XNIL","XNIL","Other","Steep","Dry","CloseToDryAd","MarkedUpper","DryMMoistL","DenvCyclone","SigNegative","Other","SWQuad","LVorOther","DenvCyclone"
"StrongUp","StronUp","Down","Neutral","Neutral","VeryWet","Wet","Wet","VeryWet","Cloudy","Clear","Cloudy","Cloudy","Strong","Strong","Other","None","None","None","None","LittleChange","LittleChange","Negative","Decreasing","SVR","May15_Jun14","I","CThruK","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","None","Weak","Moderate","I","XNIL","XNIL","SVR","LowSHighN","Steep","Average","ModerateOrLe","NoMajor","DryMMoistL","E_W_S","PosToNeg","QStationary","SWQuad","Westerly","E_NE"
